OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,YearBuilt,YearRemodAdd,GarageCars,GarageArea,FullBath,TotRmsAbvGrd,KitchenQual,Fireplaces,LotArea,Neighborhood,ExterQual,PropertyType,DPE,HasPool,AgentID,SaleDate,SalePrice
6,21.1,122.5,1480.51,1997,2022,1,375.26,2.0,1 pièces,TA,0,124.9,Luxembourg,TA,Appartement,H,0,,2019-03-21,187195.0
7/10,132.3,59.9,954.78,2011,1990,0,310.17,1.0,8,TA,0,813.6,République,Gd,Duplex,C,0,Agent_1,2016-04-13,726460.0
6,215.0,119.0,982.1,1968,1909,2,269.46,2.0,3,TA,2,561.7,République,Gd,Appartement,E,1,Agent_20,2022-07-10,1151928.0
5,79.2,88.3,920.62,1910,2014,2,413.79,3.0,3,Gd,1,817.2,Montmartre,Ex,Appartement,,0,,Non communiqué,409263.0
7,98.0,81.2,1485.02,1974,1968,2,514.73,2.0,8,Gd,0,1084.8,Bercy,TA,Maison,G,0,Agent_50,19/2/2020,800402.0
6,25.8,43.0,798.94,1920,2011,0,496.04,3.0,3,Gd,1,737.3,Oberkampf,Gd,Appartement,,0,Agent_6,Q3 2021,163888.0
5,113.8,170.8,916.22,2006,1932,1,70.47,2.0,8,Fa,2,700.8,Luxembourg,TA,Maison,,0,Agent_9,2017-08-17,903985.0
7,54.0,1.5,1210.9,2016,1900,0,343.83,1.0,7,Gd,1,997.4,Clignancourt,Gd,Studio,C,0,Agent_29,2018-07-17,571448.0
3,114.9,93.4,1472.44,2012,1946,1,-321.59,1.0,1,Ex,0,268.8,Luxembourg,Ex,Appartement,B,0,Agent_49,2017-03-09,910041.0
6,149.7,9.2,1232.54,1953,1968,2,553.18,2.0,1,Fa,0,107.0,Châtelet,,Duplex,F,0,Agent_29,2022-01-09,1020082.0
-1,172.1,82.3,1088.83,1900,1985,1,699.79,2.0,5,Ex,1,790.2,République,TA,Appartement,A,0,,2022-07-17,194139.0
5,47.1,,838.64,1931,2020,0,358.35,1.0,3,TA,0,1414.0,Oberkampf,Fa,Duplex,,Oui,,2020-06-10,250264.0
4,69.0,54.4,1293.63,1922,2021,,261.96,2.0,3,Gd,0,63.4,Marais,Fa,Maison,F,0,Agent_5,2015-07-05,334691.0
5,68.7,44.3,1003.92,2022,1981,1,,1.0,6,Gd,2,,Opéra,Gd,Studio,B,1,Agent_4,2016-10-06,29631695.60737372
5,59.8,67.8,356.41,1903,2099,1,436.33,2.0,8,TA,0,,Auteuil,Ex,Appartement,F,0,Agent_36,2019-12-17,303086.0
5,128.1,159.4,-704.15,1904,2002,1,485.24,1.0,2,Gd,0,630.1,Opéra,TA,Maison,B,0,Agent_38,2020-12-16,646263.0
7,132.8,70.6,1002.99,2005,2003,1,614.77,3.0,7,TA,0,199.1,Bastille,TA,Studio,E,0,Agent_14,2016-07-21,53374951.6068307
6,139.7,143.3,975.82,1948,1981,2,177.96,1.0,-2,Gd,1,912.6,marais,None,Duplex,,0,Agent_2,2019-03-08,776288.0
5,242.1,93.1,852.67,1984,2014,0,65157.00000000001,3.0,1,,2,121.3,Bercy,Gd,Appartement,D,,Agent_35,2022-03-02,1847161.0
5,79.7,71.6,890.07,0,1951,1,729.98,4.0,3,Po,1,498.1,Pantin,TA,Duplex,C,0,,2019-06-04,50000.0
7,210.2,95.4,1661.07,1971,1936,1,607.23,4.0,4,Ex,1,1105.4,Bercy,Ex,Maison,,0,Agent_13,2020-07-16,1797561.0
7,14.0,64.4,1278.4,2005,1985,1,369.93,2.0,7,TA,0,845.2,Passy,,LOFT,,0,Agent_1,2019-06-01,142527.0
6,140.4,62.5,-1051.76,2008,1994,0,249.22,1.0,4,TA,0,927.8,Bercy,Gd,Maison,,0,,2020-06-26,1298284.0
7,103.2,52.0,618.87,1962,1949,3,682.38,2.0,1,Ex,0,668.0,Nation,Ex,Appartement,,0,,2016-10-07,719161.0
6,166.2,16.8,1123.38,2015,2000,0,528.0 m²,1.0,8,N/A,2,764.1,Marais,Ex,Appartement,e,0,,2017-09-18,1483687.0
5,164.9,107.3,608.61,1971,2002,1,741.43,2.0,2,Gd,1,317.9,Auteuil,ta,Maison,E,0,,2018-06-27,1440620.0
4,147.4,3.2,807.09,1956,1960,0,709.32,1.0,6,Fa,1,80.1,Batignolles,TA,Maison,,0,,2015-05-04,997080.0
6,45.4,102.4,693.64,2020,1982,2,553.48,2.0,6,TA,0,1029.1,,TA,Appartement,D,0,Agent_23,2021-01-04,294861.0
3,0,,1423.18,1955,1978,0,915.19,3.0,3,Ex,1,406.1,Bercy,Gd,Maison,E,,Agent_28,2022-07-13,50000.0
5,86.6,62.7,1131.93,1989,2018,1,343.77,1.0,8,TA,0,277.0,Châtelet,Gd,Appartement,C,0,,2023-05-08,603827.0
5,157.9,57.1,1148.19,1944,1941,0,310.14,1.0,,TA,2,,belleville,Gd,Appartement,,0,,2016-08-16,1012234.0
5,20.6,128.3,901.68,2015,1959,0,539.79,3.0,3,TA,3,554.5 m²,République,Gd,Appartement,,1,,2021-01-06,169094.0
4,66.2,167.6,1060.85,1970,1962,1,244.83,1.0,6,Gd,1,1085.4,Clignancourt,Fa,Appartement,F,1,Agent_46,2021-03-26,
7,121.2,1.0,1088.91,1972,1964,1,691.03,2.0,0,Gd,2,496.6,Bercy,Fa,Studio,f,0,Agent_4,2020-02-12,
3,73.2,67.4,1196.04,1947,1949,1,624.7,2.0,6,Good,0,320.5,Batignolles,Gd,Studio,,N,Agent_2,2020-01-18,411872.0
15,68.6,57.9,727.88,1980,1975,1,505.32,1.0,7,Gd,0,506.5,MONTMARTRE,Gd,Duplex,C,0,,2020-04-24,922072.0
4,68.0,166.7,1058.83,1931,1932,1,506.2,0.0,2,Ex,0,542.7,Invalides,Gd,Appartement,,0,,2019-12-28,
4,145.9,85.3,884.32,2020,1997,2,535.14,,8,Fa,0,669.9,Bastille,Gd,Loft,C,0,,2016-05-26,883709.0
6,182.5,55.8,985.89,1966,0,0,296.11,0.0,3,Fa,0,494.2,Saint-Germain,Gd,Appartement,B,0,,2020-11-01,1097097.0
5,74.1,273.0,852.1,2001,1929,1,697.13,2.0,5,Ex,2,244.2,Marais,TA,Appartement,E,0,,2019-08-11,551055.0
8,73.6,51.0,1568.49,1987,1900,0,553.12,3.0,1,Gd,0,866.5,Nation Nation,Ex,Appartement,C,0,Agent_1,2018-11-28,655977.0
4,117.2,52.1,889.23,2017,2019,0,63440.0,1.0,6,TA,0,617.0,Belleville,Gd,Maison,,0,,2023-06-06,527921.0
7,200.2,125.0,1161.47,2022,1998,0,272.38,2.0,3,,0,1164.6,Châtelet,Gd,Appartement,F,0,,10/7/2015,2096537.0
7,62.0,151.9,930.69,1926,1927,0,295.05,3.0,3,Ex,3,,Pigalle,Fa,Duplex,C,0,,2021-11-02,327208.0
6,168.8,-50,942.19,1975,1928,0,650.82,3.0,8,Good,1,437.1,Vincennes,Gd,Appartement,C,0,,2017-04-24,1246403.0
7,50.7,104.9,884.61,1938,2022,1,316.95,1.0,3,Gd,1,1029.1,Nation,Gd,Appartement,E,1,Agent_28,2021-06-12,320491.0
4,,10.0,,1901,2006,2,220.0 m²,2.0,1,TA,3,436.9,Montmartre,Gd,Maison,F,0,Agent_7,2016-05-11,403035.0
6,284.2,40.0,127031.0,1917,,,527.52,1.0,3,TA,0,498.0,Châtelet,TA,Studio,G,0,,2019-06-27,1412002.0
3,149.5,207.8,1162.09,1956,1967,0,191.66,1.0,3,TA,1,820.7,Bercy,Ex,Appartement,,0,Agent_19,2017-04-07,965336.0
8,132.9,,1018.39,1962,2005,0,264.86,2.0,8,TA,3,1093.0,Auteuil,Gd,Villa,D,0,,2022-11-19,1153203.0
7,106.5,43.8,401.59,1952,1991,1,362.57,0.0,7,Ex,2,755.5,Saint-Germain,TA,Appartement,,0,Agent_34,2022-10-05,643754.0
8,137.3,76.1,1520.96,1961,1955,1,387.77,1.0,2,TA,3,874.8,Pigalle,Gd,Appartement,,0,,2017-11-03,1211113.0
5,104.6,0,918.43,1929,1935,0,,1.0,3,TA,3,397.2,Clignancourt,,Appartement,F,0,,2017-04-19,647636.0
6,10,,767.72,1971,1967,1,517.36,2.0,,Excellent,0,0,Batignolles,Gd,Maison,G,0,Agent_50,2020-05-14,92395.0
3,53.0,145.8,870.73,1915,1962,1,359.73,1.0,3,Gd,0,103.3,Auteuil,Gd,Studio,,0,,2019-03-04,258150.0
4,56.8 m²,7.7,787.26,2006,2004,1,339.8,1.0,4,TA,1,254.8,Batignolles,TA,Loft,,0,,2023-05-28,768063.0
7,100.9,9.6,,1995,2008,1,587.25,2.0,8,Good,0,307.4,Marais,Gd,Maison,,0,Agent_31,2020-09-04,635133.0
7,106.3,45.3,1146.9,1936,,2,440.2,2.0,4,TA,1,-100,Marais,TA,Appartement,,0,Agent_25,2019-11-13,770909.0
2,10,7.1,1361.04,1976,2014,0,280.9,2.0,4,Ex,Yes,487.3,Marais,TA,Villa,B,0,Agent_46,2022-03-26,2500000.0
7,145.1,92.3,935.94,2004,2001,1,814.77,2.0,7,Ex,2,186.7,Bastille,Ex,Studio,,0,,2021-02-12,1233103.0
7,72.7,38.8,945.84,1975,1954,2,249.77,4.0,3,Gd,3,0,Belleville,TA,Studio,D,1,,2021-06-10,590965.0
4,125.5,92.8,1182.89,1927,1967,0,335.0 m²,2.0,2,TA,0,1267.1,Batignolles,,Appartement,,0,Agent_34,2016-04-16,602469.0
3,94.9,19.4,770.6,1919,1933,2,470.25,10.0,1,Gd,0,128.0,Clignancourt,None,Maison,D,0,Agent_11,2023-01-27,374349.0
8,125.7,7.1,536.87,1936,1964,1,445.02,,8,Ex,1,412.0,Pigalle,Fa,Appartement,E,1,Agent_27,2023-02-22,1073420.0
2,169.6,211.1,1264.81,2022,1955,1,179.14,2.0,1,Gd,1,74.0,Montmartre,None,Maison,,0,Agent_20,2018-04-20,708654.0
7,168.1,85.6,1020.41,1944,1926,0,253.39,1.0,6,Gd,,317.0 m²,Clignancourt,Gd,Appartement,D,0,,2021-12-28,1358227.0
7,78.1,125.7,557.92,1939,1902,2,712.65,1.0,6,Gd,2,1025.9 m²,Oberkampf,Gd,Appartement,C,0,Agent_49,2021-04-11,630816.0
7,125.9,112.8,1537.52,1941,1907,1,1010.02,2.0,2,TA,3,107.7,saint-germain,TA,Studio,,0,Agent_3,2022-06-17,705526.0
7,229.3,122.4,819.52,1924,1973,2,524.67,2.0,2,Ex,0,448.1,Pigalle,Gd,Appartement,F,,,2020-12-26,1065253.0
6,174.3,57.2,702.32,2017,1978,1,,2.0,7,Gd,2,0,Pantin,TA,Maison,,1,,2017-10-19,2182579.0
4,149.1,62.2,743.18,1936,1982,1,808.44,1.0,3,Ex,2,109.2,Invalides,Ex,house,0,0,Agent_22,2022-03-17,911797.0
6,188.1,65.4,1049.63,1993,2009,1,513.12,1.0,6,TA,0,1323.3,Marais,TA,Appartement,F,0,,2017-05-05,1172044.0
3,156.7,66.7,1516.89,1983,1987,2,-427.04,1.0,6,Po,0,253.5,Vincennes,TA,Duplex,E,0,,2018-11-09,1012859.0
7,37.3,134.3,1053.19,1973,2010,0,479.47,3.0,7,Ex,2,,République,Gd,Appartement,F,1,Agent_42,2015-10-19,431959.0
3,97.5,111.6,756.92,1956,1972,1,402.6,2.0,4,Gd,2,1016.5,Pigalle,Fa,house,E,0,,2019-12-17,554303.0
3,210.1,106.9,58178.0,,1970,0,381.07,1.0,8,Gd,0,712.9,Invalides,Gd,Appartement,,0,Agent_29,2022-01-16,976257.0
5,123.6,207.5,1221.24,2020,1915,1,404.03,2.0,6,Po,1,846.8,Saint-Germain,TA,Duplex,C,1,Agent_39,2019-09-20,1049139.0
4,48.7,141.2,563.4,1953,1987,0,655.26,1.0,5,Gd,0,772.8,montmartre,Gd,Appartement,E,0,,2016-09-28,277837.0
6,101.0,,1101.12,1940,2010,1,292.69,2.0,4,Gd,2,192.1,Auteuil,,Studio,A,0,Agent_22,2018-12-25,749055.0
4,62.9,1.3,1045.93,1980,2019,1,393.0,1.0,6,Ex,0,206.8,Vincennes,Ex,?,C,0,Agent_1,2018-01-20,460623.0
6,190.2 sqft,134.7,1095.58,1952,1995,0,462.49,1.0,1,TA,1,1138.0,Saint-Germain,TA,Appartement,,0,,2018-04-07,690201.0
8,110.8,81.6,970.93,1918,1910,2,504.77,1.0,7,Good,1,749.4,Pantin,Ex,Maison,F,0,Agent_45,,1058648.0
5,,61.1,1150.0,1956,2017,1,436.26,1.0,5,TA,1,7.0,Châtelet,Gd,Maison,C,0,,2021-03-05,753610.0
5,122.9,19.8,884.01,1988,1943,2,247.92,2.0,4,Gd,1,1380.9,République,Gd,Duplex,G,0,Agent_46,2017-09-18,702773.0
6,153.8 m²,73.3,978.87,1989,2017,-1,232.14,4.0,3,Gd,0,73.5,Marais,TA,Studio,E,1,,,880804.0
4,130.9,73.3,419.16,1974,2021,2,460.36,1.0,3,Good,1,10.3,Passy,Ex,Duplex,E,0,,2016-12-15,1179924.0
3,106.5,78.3,809.69,1700,2015,-1,356.34,1.0,3,Ex,1,,Opéra,Gd,Appartement,G,0,Agent_20,2017-10-25,50000.0
6,231.5,37.5,913.84,1972,2000,0,541.73,2.0,5,Good,3,47.7,Luxembourg,fa,APPARTEMENT,C,1,,,2176287.0
6,148.5,94.5,1131.88,1919,1984,1,632.71,2.0,3,TA,0,1259.5,République,Gd,Appartement,,0,Agent_32,2020-04-10,973994.0
7,178.9,137.5,409.8,2008,1937,1,514.43,1.0,5,Gd,2,275.4,BERCY,Ex,Maison,,1,Agent_24,2023-11-02,1213073.0
6,146.3,37.2,836.3,1949,1916,1,87.41,2.0,3,TA,1,109.6,Passy,Gd,Studio,E,0,Agent_12,2021-05-17,1075601.0
6,202.4,90.2,887.18,1949,1953,2,596.6,1.0,8,Ex,0,930.5,Oberkampf,Gd,Loft,A,1,,2016-11-23,1259806.0
8,163.4,10.3,825.33,1962,1951,1,413.08,2.0,5,Ex,0,844.4,République,TA,Appartement,C,1,Agent_28,2017-01-20,1439384.0
7,62.9,166.6,801.72,1922,1981,1,394.77,1.0,2,Fa,1,623.8,Châtelet,TA,Studio,B,1,,2018-12-18,464019.0
6,80.4,4.5,1223.79,2023,,1,809.47,3.0,7,TA,0,409.1,Belleville,Gd,Maison,C,1,Agent_14,2021-05-21,709591.0
6,87.5,64.1,1626.25,1926,1939,0,-547.81,1.0,4,Gd,1,428.6,République,TA,Studio,D,0,Agent_12,,
3,161.7,77.9,960.34,2003,1912,,235.88,3.0,8,TA,2,417.3,République,Ex,Maison,,0,Agent_9,2019-05-27,852221.0
5,217.8,12.8,657.36,1977,1960,0,374.0,3.0,6,TA,0,210.4,Passy,Gd,Maison,,0,Agent_40,,1731420.0
2,231.8,74.3,1325.09,2007,1975,-1,-493.68,3.0,1,Fa,0,,Auteuil,TA,Appartement,D,0,Agent_33,19/9/2022,1458798.0
6,39.5,0,1835.77,1944,1945,2,331.55,0.0,5,Gd,3,725.0,OPÉRA,Ex,Maison,C,0,Agent_35,2018-08-22,281486.0
5,74.9,40.5,1279.88,2005,1914,1,545.46,2.0,5,Po,,234.5,Auteuil,Ex,Appartement,C,1,Agent_25,2016-10-18,657041.0
4,155.8,14.3,1588.72,1900,1983,1,321.57,3.0,1,Gd,0,569.6,Vincennes,TA,Appartement,,0,Agent_31,2018-02-26,854460.0
7,120.4,191.3,413.15,1954,1937,0,446.77,1.0,3,TA,0,1069.4,Pantin,Ex,Maison,D,0,Agent_28,2023-08-25,1188346.0
5,67.3,106.9,912.29,1970,1945,1,406.11,1.0,5,Ex,No,1132.2,Vincennes,Ex,Appartement,G,1,Agent_9,2017-09-05,430603.0
8,194.6,-50,-939.13,1937,1965,0,597.81,0.0,8,TA,1,725.1,Bastille,Gd,Maison,,1,Agent_21,2018-01-23,1604318.0
7,167.7,4.9,1269.75,1990,1988,-1,543.88,1.0,2,TA,3,194.8,Belleville,Gd,Appartement,,0,,2016-12-20,1721393.0
6,149.4,,1404.73,1948,1965,3,1030.16,1.0,3,Ex,1,391.1,Passy,Gd,Studio,D,0,Agent_33,2021-12-17,1248311.0
3,65.4,165.4,1169.83,1951,2012,0,486.64,2.0,3,TA,2,1071.5,Belleville,TA,Studio,,0,,2017-03-05,312662.0
5,185.3,165.4,780.0,2022,1992,0,459.76,2.0,3,Fa,1,1098.7,Nation,Ex,Appartement,D,0,,2019-09-07,1319213.0
8,9999,49.9,1342.85,1936,2001,1,753.67,3.0,3,TA,0,2.3,Pantin,Gd,Appartement,C,0,,2023-09-23,107182184.0
7,102.6,118.8,600.41,1943,1924,0,352.46,3.0,8,Ex,3,457.0,Opéra,ta,Maison,C,0,Agent_15,2018-12-28,800555.0
4,141.5,129.3,1100.33,1993,1951,2,409.99,1.0,4,,1,150.1,Opéra,Gd,Maison,E,0,Agent_20,2021-05-18,909346.0
7,120.2,176.7,1176.14,1965,2003,0,208.17,1.0,7,Ex,1,528.0,Auteuil,TA,Maison,,0,Agent_4,2023-09-24,1001271.0
6,192.6,54.1,1019.48,2017,1977,0,394.15,1.0,5,Gd,1,898.9,BELLEVILLE,Fa,Duplex,C,1,,2021-10-24,1757541.0
4,50.8,40.1,1197.76,1972,1986,1,475.0 m²,1.0,7,Gd,1,1042.3,Passy,TA,Villa,C,1,,2022-08-07,310197.0
8,15.8,96.7,1323.25,1942,1970,2,92.0,2.0,6,Gd,0,959.2,Passy,Gd,Maison,,,,2020-01-10,150560.0
-1,9999,56.2,710.11,1914,1973,2,,1.0,1,TA,0,56.0,Châtelet,TA,Appartement,E,0,Agent_3,2023-10-23,17091596.0
3,,,1586.89,1983,1951,1,509.26,2.0,6,TA,1,606.1,Nation,Gd,Appartement,F,0,,2022-03-23,553531.0
5,128.5,56.7,972.15,2013,1966,0,702.23,1.0,5,fa,0,95.8,Auteuil,Fa,Appartement,B,0,Agent_13,Q2 2015,1213246.0
3,109.0,128.3,1029.72,1997,2001,0,465.71,2.0,5,Gd,0,163.4,Batignolles,Gd,Maison,F,0,,2022-05-25,1001549.0
5,120.7,156.7,789.98,1956,1936,0,689.55,1.0,2,,0,-100,Nation,TA,Duplex,D,1,,2021-10-25,851266.0
3,180.9,33.5,931.58,1905,1936,2,376.74,1.0,3,Excellent,3,641.9,,Gd,Appartement,D,1,Agent_10,2022-02-18,692492.0
8,236.4,139.8,1276.95,1928,1938,1,872.43,2.0,6,Excellent,2,876.0,Bastille,Gd,Appartement,F,0,,2023-01-28,2093936.0
4,102.1,49.8,910.12,2099,1960,0,40.76,,6,Gd,1,589.4,Vincennes,Gd,Duplex,D,0,Agent_47,2019-12-21,870005.0
4,133.7,,1053.07,1912,1969,1,486.59,1.0,7,Gd,0,170.4,Invalides,Ex,Maison,C,0,,2015-09-19,661697.0
5,92.6,119.0,503.99,2020,2002,3,598.5,1.0,5,Gd,1,0,Invalides,Gd,Studio,,0,,2018-11-03,515749.0
6,35.2,167.7,1193.68,1995,1945,3,536.04,1.0,6,Gd,1,174.5,Pantin,Ex,Appartement,D,1,,2016-09-27,338352.0
5,85.1,73.0,820.36,2012,1978,2,,1.0,5,TA,0,282.6,Luxembourg,Gd,Maison,F,0,,2022-07-02,561463.0
6,9999,119.8,879.63,1919,1987,1,570.36,1.0,4,Ex,No,201.0,Belleville,Gd,Duplex,,0,Agent_33,2020-12-20,64133607.0
5,127.9,99.6,,1921,1999,3,512.08,1.0,8,Ex,1,61.3,Opéra,,Studio,B,,Agent_10,2019-02-26,764112.0
7,92.5,,1195.94,1928,,0,270.28,3.0,8,Gd,2,759.8,passy,Gd,Maison,F,0,,27/9/2022,442531.0
3,208.7,52.2,428.31,1914,1909,2,424.02,1.0,1,Fa,3,1032.6,Nation,TA,Appartement,,0,Agent_43,2020-09-12,820772.0
3,232.6,54.9,965.01,1907,1914,1,690.06,1.0,7,Gd,2,693.3,Opéra,Ex,Appartement,,0,,2023-06-24,937408.0
4,127.7,153.5,1516.64,2018,2004,1,854.38,2.0,6,Gd,1,907.9,Auteuil,ex,,C,0,,2017-02-16,924226.0
6,39.3,85.1,1469.89,2006,1994,0,622.5,1.0,4,Fa,1,559.3,Opéra,Gd,Duplex,F,Non,Agent_43,2018-07-19,310364.0
9,16.2,98.5,1169.85,1967,1928,0,320.72,1.0,3,Gd,3,347.5,Clignancourt,TA,Appartement,D,0,Agent_33,2015-07-01,219984.0
0,152.1,149.3,991.17,2000,1919,0,695.98,1.0,7,Ex,0,367.1,Marais,Gd,,,Non,Agent_48,2023-10-26,488990.0
7,56.0,75.7,778.63,1997,2022,2,472.37,1.0,3,Gd,0,277.6,Marais,,house,,1,,2017-11-28,496581.0
4,108.5,170.4,873.27,2011,2014,2,687.89,1.0,1,Gd,2,0,Opéra,Fa,Appartement,D,1,,2021-11-25,
5,,103.1,494.16,1990,1953,,703.12,,50,Gd,1,991.8,Belleville,Gd,Villa,D,0,Agent_10,2020-09-11,679679.0
4,16.1,120.1,945.1,1923,1970,3,672.67,1.0,2,TA,1,314.4,Pigalle,Fa,Appartement,,N,,2017-06-06,80910.0
7,137.4,116.4,670.69,1910,1958,0,149.64,2.0,5,Gd,3,143.1,Pigalle,None,?,B,0,,2015-06-23,993423.0
6,50.2,70.4,,1917,1921,,544.77,3.0,2,Ex,0,,Invalides,Fa,Loft,A,1,Agent_22,,348324.0
3,,116.0,957.02,2023,2017,Oui,448.26,1.0,6,Gd,0,770.1,Châtelet,TA,Maison,G,0,,2016-01-22,750135.0
6,289.8,69.5,1049.03,1955,1916,2,358.26,2.0,4,Excellent,Yes,1111.0,Invalides,Ex,Studio,G,0,Agent_20,2021-04-10,2068257.0
7,88.6,135.1,815.71,1979,1988,-1,238.66,1.0,7,Gd,1,412.3,Saint-Germain,Gd,Duplex,F,,Agent_47,2019-09-23,740833.0
4,39.4,78.1,843.58,1958,1945,2,303.67,2.0,5,Gd,0,752.1 m²,Luxembourg,Gd,Maison,,0,Agent_30,Q1 2021,251000.0
6,229.6,178.3,484.41,2005,1940,1,427.94,1.0,2,Po,0,1008.8,,Gd,Appartement,,0,,2022-11-18,1568338.0
4,126.7,123.7,834.84,1964,1700,0,407.59,1.0,1,Ex,3,999999,Belleville,Ex,Maison,E,0,,2020-03-16,861616.0
4,144.6,178.4,300,1978,1977,1,223.27,2.0,2,Gd,3,0,Montmartre,Gd,Maison,C,0,,2018-08-04,1006312.0
8,42.1,129.1,559.38,1965,1985,0,263.59,1.0,8,Gd,0,,Passy,TA,Maison,Non renseigné,,Agent_25,2022-01-23,445898.0
7,59.3,94.0,898.74,1996,2007,2,655.93,2.0,7,ex,1,566.5,Belleville,Gd,Studio,,1,,2019-06-13,645342.0
7,210.6,12.5,813.2,1967,2012,2,118.57,2.0,1,Excellent,1,680.9,République,TA,Appartement,E,,,2021-04-15,1584581.0
5,171.9,38.2,1108.54,1985,2003,2,315.03,3.0,3,TA,2,153.2,Vincennes,Gd,Maison,G,0,Agent_18,2023-09-02,1594069.0
5,216.5,53.0,479.48,1951,1950,1,903.72,3.0,8,TA,0,106.5,OBERKAMPF,Gd,Loft,D,0,,2017-05-22,1127768.0
7,60.2,63.0,842.05,2012,1941,0,342.23,1.0,3,Ex,0,294.9,Oberkampf,None,Maison,,0,,2018-03-09,740282.0
5,44.6,104.9,336.81,1912,1935,1,276.8,1.0,8,Ex,3,38.5,Auteuil,Ex,Duplex,,0,,2015-04-14,283202.0
7,134.4,113.3,1162.86,2017,1929,2,495.45,2.0,1,Gd,1,549.1,Batignolles,Ex,Appartement,G,0,,2023-01-04,1387839.0
6,85.7,101.5,,1981,1951,0,681.6,2.0,6,TA,0,291.6,Pigalle,Gd,,E,1,Agent_2,2021-11-21,554207.0
7,80.4,,1246.0 sqft,1916,,Oui,717.43,1.0,5,Gd,0,,Pigalle,Gd,Duplex,A,0,Agent_13,2019-02-21,599962.0
4,66.2,167.6,1060.85,1970,1962,1,244.83,1.0,6,Gd,1,1085.4,Clignancourt,Fa,Appartement,F,1,Agent_46,2021-03-26,
7,99.8,23.6,629.11,1914,1980,-1,465.67,2.0,3,Ex,3,482.8,Bercy,,Appartement,,0,,2020-11-19,932962.0
6,112.5,,-665.22,1936,1902,2,332.97,1.0,-2,Good,0,518.9,OBERKAMPF,None,Appartement,B,0,Agent_48,7/4/2021,682652.0
4,54.2,-50,936.79,1958,2003,0,449.23,1.0,7,TA,0,399.9,VINCENNES,Gd,Maison,F,0,,2020-08-24,274226.0
4,0,115.6,1147.79,1918,1941,1,38.37,4.0,4,TA,2,534.5,République,TA,Appartement,,0,Agent_3,2019-02-11,50000.0
,59.9,-50,853.73,1946,2006,0,192.17,3.0,5,TA,0,422.9,Luxembourg,Ex,APPARTEMENT,G,0,,2018-08-15,433992.0
6,,149.3,855.09,1940,1917,,684.9,3.0,4,,1,914.4,Nation,TA,Studio,B,0,Agent_8,2015-08-18,605726.0
4,264.9,69.7,976.25,1968,1928,2,,1.0,5,TA,2,848.6,Saint-Germain,Fa,Maison,,0,Agent_22,2019-12-18,1584357.0
8,166.7,,1393.06,1905,1956,1,641.75,1.0,5,TA,Yes,727.2,Clignancourt,Gd,STUDIO,F,0,Agent_7,2015-06-16,1395721.0
6,148.1,82.1,400.91,2007,1923,1,510.0,2.0,7,TA,1,34.6,Luxembourg,Gd,Appartement,E,0,Agent_34,2016-11-15,1119599.0
7,125.2,22.3,788.91,2000,1955,0,286.23,2.0,6,Gd,1,1394.8,Nation,Ex,Studio,,0,Agent_19,2023-06-27,1264138.0
6,112.7,122.1,742.16,2021,1912,1,550.23,1.0,4,Ex,,814.2,Marais,TA,Studio,H,0,Agent_16,2022-12-25,1043609.0
6,49.5,74.6,1640.3,1969,2006,-1,,1.0,0,Ex,0,207.3,Châtelet,Ex,Studio,A,N,Agent_20,2023-11-13,406439.0
-1,206.9,55.7,,2019,1934,0,239.1,2.0,7,TA,0,136.0,Saint-Germain,Gd,?,B,0,,2022-09-21,647762.0
5,91.2,39.1,587.55,1967,1980,1,,2.0,8,TA,1,789.5,Montmartre,Ex,Studio,F,0,Agent_14,2016-10-25,496399.0
5,,109.3,792.91,1963,1915,1,-160.88,2.0,1,Gd,1,,Oberkampf,Gd,Appartement,F,0,Agent_35,2022-02-21,743172.0
6,84.4,99.0,932.0,1941,2010,0,343.48,1.0,7,TA,2,696.0,Montmartre,Gd,Appartement,,0,Agent_29,Non communiqué,
7,235.1,,593.44,2011,1981,1,548.24,1.0,2,,1,466.3,Passy,Gd,Appartement,E,0,,2015-02-26,2464949.0
6,238.3,51.4,1482.01,1925,2016,0,416.66,1.0,1,TA,1,160.7,Oberkampf,None,Appartement,,0,Agent_36,2020-02-10,1220485.0
4,220.2,67.3,,2017,2004,0,,2.0,5,Gd,0,400.7,Bastille,Gd,Maison,,0,Agent_18,2015-12-27,1474076.0
5,127.0,132.0,144114.0,1966,1913,2,331.01,1.0,3,Fa,3,567.3,Pantin,Ex,Appartement,C,0,Agent_33,2016-11-08,1158838.0
4,114.7,81.4,882.44,2011,1938,0,549.2,1.0,7,Gd,0,613.5,Nation,Fa,Appartement,,0,Agent_6,2021-06-06,693868.0
,95.2,,525.64,1901,1925,2,317.82,3.0,5,Excellent,2,970.4,Opéra,Ex,Duplex,E,0,Agent_39,2015-01-08,584350.0
7,113.2,63.2,1015.0 sqft,1941,1924,1,516.32,2.0,6,Gd,,52.9,Bastille,Gd,apartment,C,0,Agent_7,2021-10-28,890113.0
5,119.3,24.6,480.57,1935,,0,662.54,1.0,7,N/A,1,769.0,Invalides,gd,Studio,B,1,Agent_11,2018-11-13,836387.0
4,36.8,144.1,475.03,1929,2020,1,676.31,2.0,2,Gd,0,0,Inconnu,Fa,Maison,G,0,,2023-05-03,201384.0
